,Field_3,Field_4,Field_10,Field_12,Field_13,Field_19,Field_20,Field_21,Field_22,Field_23,Field_27,Field_28,Field_29,namSinh,gioiTinh,Field_36,Field_38,Field_39,Field_41,Field_42,Field_47,Field_50,Field_51,Field_53,Field_54,Field_55,Field_58,Field_59,Field_60,Field_62,Field_63,Field_64,Field_65,Field_66,Field_67,Field_69,Field_70,Field_71,Field_72,Field_73,Field_74,Field_75,Field_76,Field_77
5687,1.0,GH,1.0,G8,1.0,0.0,5715000.0,4.5,1.0,38.0,0.0,0.0,6.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,HK,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,C,202346.0,0.36,0.85,0.605,0.49,1.0,1819.0,7.0,0.0,4.0
5688,1.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,26.0,0.0,0.0,12.0,0.0,FEMALE,SV,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,3.0,I,2.0,1.0,Vùng 1,G,20308.0,0.0,0.6,0.49,-0.09,1.0,1078.0,4.0,2.0,3.0
5689,1.0,GH,1.0,G8,1.0,0.0,4258600.0,4.5,1.0,27.0,0.0,0.0,3.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Two,1.0,1.0,0.0,VN,BI,0.0,5.0,2.0,V,2.0,3.0,Vùng 3,D,732626.0,0.35,0.3,0.37,0.12,1.0,347.0,4.0,0.0,3.0
5690,2.0,T1,1.0,G8,1.0,0.0,1043000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,4.0,3.0,Vùng 3,B,537822.0,0.33,0.05,0.19,-0.28,1.0,3645.0,2.0,1.0,4.0
5691,2.0,T1,1.0,G8,1.0,0.0,6375000.0,4.5,1.0,28.0,0.0,0.0,6.0,0.0,MALE,GD,0.0,0.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,0.0,5.0,3.0,I,3.0,1.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",G,316634.0,0.29,0.3,0.125,-0.11,1.0,337.0,3.0,0.0,4.0
5692,1.0,T1,1.0,G8,1.0,0.0,3750000.0,4.5,1.0,99.0,4500000.0,0.0,0.0,0.0,FEMALE,DN,0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,33.0,2.0,I,2.0,1.0,Vùng 2,D,1098566.0,0.52,0.08,0.195,-0.58,1.0,337.0,6.0,0.0,4.0
5693,2.0,T1,1.0,G8,1.0,0.0,6473000.0,4.5,1.0,57.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,BN,5.0,31.0,2.0,I,3.0,2.0,Vùng 1,G,621157.0,0.53,0.03,0.135,0.49,1.0,3625.0,2.0,0.0,4.0
5694,2.0,T1,2.0,G8,1.0,0.0,5000000.0,4.5,1.0,1.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,TF,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,C,117753.0,0.03,0.77,0.4,0.74,1.0,3626.0,4.0,0.0,5.0
5695,1.0,T1,1.0,G8,1.0,0.0,4012500.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TV,0.0,5.0,3.0,IV,3.0,2.0,Vùng 1,B,284287.0,0.64,0.43,0.885,0.27,1.0,-5.0,3.0,1.0,2.0
5696,2.0,GH,1.0,G8,1.0,0.0,7080480.0,4.5,1.0,23.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,5.0,31.0,I,2.0,1.0,Vùng 1,G,785863.0,0.5,0.81,0.04,0.3,1.0,3993.0,4.0,1.0,1.0
5697,2.0,T1,1.0,G8,1.0,0.0,4473000.0,4.5,1.0,17.0,0.0,0.0,6.0,0.0,FEMALE,TN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,3.0,I,5.0,1.0,Vùng 4,D,792081.0,0.27,0.52,0.015,0.24,1.0,4013.0,4.0,2.0,3.0
5698,1.0,GH,1.0,G8,1.0,2.608,3885920.0,4.5,1.0,88.0,0.0,0.0,12.0,0.0,FEMALE,HC,0.0,1.0,1.0,1.0,Two,1.0,1.0,0.0,VN,HE,0.0,6.0,4.0,I,5.0,7.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",C,333512.0,0.12,0.41,0.265,0.29,1.0,1819.0,4.0,1.0,3.0
5699,2.0,T1,1.0,G8,1.0,0.0,5000000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TC,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,G,735764.0,0.43,0.77,0.6,0.34,1.0,1442.0,7.0,1.0,7.0
5700,2.0,T1,1.0,G8,1.0,0.0,4514400.0,4.5,1.0,45.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,T5,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,G,1071071.0,0.64,0.62,0.63,-0.02,1.0,359.0,6.0,1.0,6.0
5701,2.0,T1,2.0,G8,1.0,0.0,973000.0,4.5,1.0,42.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,8.0,4.0,Vùng 4,D,534811.0,0.32,0.03,0.175,-0.29,1.0,1806.0,4.0,0.0,4.0
5702,2.0,T1,1.0,G8,1.0,0.0,3936700.0,4.5,1.0,34.0,0.0,0.0,3.0,0.0,MALE,TN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,BO,2.0,35.0,33.0,II,2.0,1.0,Vùng 1,I,776953.0,0.79,0.43,0.61,-0.36,1.0,705.0,2.0,0.0,2.0
5703,2.0,T1,1.0,G8,1.0,0.0,894000.0,4.5,1.0,25.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,4.0,3.0,Vùng 3,E,537800.0,0.15,0.01,0.08,-0.14,1.0,3994.0,4.0,0.0,0.0
5704,1.0,GH,1.0,G8,1.0,0.0,5300000.0,4.5,1.0,33.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Three,1.0,1.0,0.0,VN,TH,0.0,5.0,3.0,I,4.0,3.0,Vùng 3,E,338399.0,0.93,0.82,0.875,-0.11,1.0,2164.0,4.0,0.0,2.0
5705,2.0,T1,1.0,G8,1.0,1.0,1390000.0,4.5,1.0,14.0,0.0,0.0,8.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TF,0.0,4.0,2.0,I,3.0,2.0,Vùng 3,B,734683.0,0.1,0.12,0.005,0.32,1.0,1816.0,1.0,2.0,9.0
5706,1.0,GH,1.0,G8,1.0,0.0,10500000.0,4.5,1.0,15.0,0.0,0.0,2.0,0.0,FEMALE,DN,0.0,1.0,0.0,0.0,Four,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,E,68387.0,0.37,0.96,0.665,0.59,1.0,1444.0,1.0,0.0,1.0
5707,2.0,T1,1.0,G8,1.0,0.0,973000.0,4.5,1.0,38.0,0.0,0.0,3.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,SG,TH,0.0,3.0,3.0,I,2.0,2.0,Vùng 1,B,939294.0,0.83,0.6,0.405,0.06,1.0,3263.0,8.0,1.0,4.0
5708,2.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,4.0,3.0,Vùng 3,D,535971.0,0.64,0.08,0.36,-0.56,1.0,2550.0,2.0,0.0,2.0
5709,2.0,GH,1.0,G8,1.0,0.0,3129000.0,4.5,1.0,48.0,1450000.0,0.0,0.0,0.0,FEMALE,XK,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,BI,0.0,33.0,3.0,I,2.0,3.0,Vùng 3,B,212402.0,0.88,0.62,0.635,0.51,1.0,1446.0,4.0,0.0,0.0
5710,1.0,GH,1.0,G8,1.0,0.0,6049600.0,4.5,1.0,101.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,QW,0.0,3.0,1.0,I,4.0,3.0,Vùng 3,E,532615.0,0.52,0.87,0.695,0.35,1.0,3630.0,2.0,1.0,2.0
5711,1.0,GH,1.0,G8,1.0,0.0,6049600.0,4.5,1.0,101.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,QW,0.0,3.0,1.0,I,4.0,3.0,Vùng 3,E,532615.0,0.52,0.87,0.695,0.35,1.0,3630.0,2.0,1.0,2.0
5712,1.0,GH,1.0,G8,1.0,0.0,4758600.0,4.5,1.0,38.0,0.0,0.0,3.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,E,650020.0,0.61,0.71,0.66,0.1,1.0,2900.0,2.0,0.0,1.0
5713,1.0,GH,1.0,G8,1.0,0.0,4464000.0,4.5,1.0,48.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Three,1.0,1.0,0.0,VN,TF,0.0,5.0,3.0,I,4.0,3.0,Vùng 3,G,1146259.0,0.64,0.6,0.62,-0.04,1.0,3992.0,2.0,0.0,2.0
5714,1.0,GH,1.0,G8,1.0,0.0,4260000.0,4.5,1.0,24.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,BI,0.0,5.0,3.0,V,2.0,1.0,Vùng 3,D,643592.0,0.72,0.81,0.61,1.0,1.0,1074.0,4.0,1.0,4.0
5715,1.0,GH,1.0,G8,1.0,0.0,3118800.0,4.5,1.0,4.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TL,0.0,5.0,3.0,I,8.0,4.0,Vùng 4,E,537346.0,0.02,0.31,0.165,0.29,1.0,712.0,6.0,2.0,3.0
5716,2.0,T1,1.0,G8,1.0,0.0,4250000.0,4.5,1.0,34.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,G,178614.0,0.48,0.49,0.485,0.01,1.0,3643.0,7.0,2.0,7.0
5717,2.0,GH,2.0,G8,1.0,0.0,3310000.0,4.5,1.0,2.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TF,5.0,3.0,3.0,V,2.0,1.0,Vùng 1,C,56590.0,0.0,0.12,0.555,0.08,1.0,717.0,1.0,0.0,4.0
5718,1.0,GH,1.0,G8,1.0,0.0,3721000.0,4.5,1.0,33.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Three,1.0,1.0,0.0,VN,TF,0.0,5.0,3.0,I,4.0,3.0,Vùng 3,D,1146238.0,0.38,0.39,0.385,0.01,1.0,1447.0,4.0,0.0,2.0
5719,1.0,GH,1.0,G8,1.0,0.0,4168000.0,4.5,1.0,23.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,TZ,0.0,5.0,3.0,I,3.0,2.0,Vùng 2,E,272461.0,0.11,0.48,0.295,0.37,1.0,2179.0,5.0,1.0,5.0
5720,1.0,T1,1.0,G8,1.0,0.0,8262175.0,4.5,1.0,42.0,2942500.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,0.0,0.0,One,1.0,1.0,0.0,VN,YN,0.0,33.0,79.0,I,2.0,1.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",E,549407.0,0.1,0.6,0.295,-0.15,1.0,3271.0,1.0,1.0,1.0
5721,1.0,T1,1.0,G8,1.0,0.0,1210000.0,4.5,1.0,0.0,0.0,0.0,12.0,1.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,82.0,3.0,I,3.0,3.0,Vùng 1,D,1126545.0,0.99,0.33,0.56,-0.02,1.0,711.0,6.0,1.0,2.0
5722,2.0,GH,1.0,G8,1.0,0.0,4590000.0,4.5,1.0,48.0,0.0,164250.0,12.0,0.0,MALE,CH,0.0,0.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,0.0,4.0,31.0,I,2.0,1.0,Vùng 3,I,671974.0,0.0,0.35,0.04,-0.51,1.0,-18.0,8.0,0.0,2.0
5723,1.0,GH,1.0,G8,1.0,0.0,4800000.0,4.5,1.0,24.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,TW,TH,0.0,5.0,3.0,I,4.0,3.0,Vùng 3,D,826485.0,0.43,0.74,0.585,0.31,1.0,700.0,7.0,1.0,6.0
5724,1.0,T1,1.0,G8,1.0,0.0,3275000.0,4.5,1.0,39.0,0.0,0.0,4.0,0.0,MALE,DN,0.0,0.0,1.0,0.0,Zezo,1.0,1.0,0.0,VN,TC,0.0,6.0,31.0,I,2.0,2.0,Vùng 4,F,460839.0,0.44,0.12,0.55,0.6,1.0,2164.0,7.0,1.0,4.0
5725,2.0,GH,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,17.0,0.0,0.0,12.0,1.0,FEMALE,GD,0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TF,0.0,31.0,2.0,I,2.0,1.0,Vùng 2,B,646995.0,0.07,0.27,0.165,-0.01,1.0,1092.0,7.0,0.0,4.0
5726,1.0,GH,1.0,G8,1.0,0.0,1980000.0,4.5,1.0,11.0,0.0,0.0,0.0,0.0,MALE,GD,0.0,0.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,SE,4.0,33.0,33.0,I,7.0,1.0,Vùng 2,E,1179671.0,0.0,0.05,0.37,0.31,1.0,4001.0,3.0,1.0,5.0
5727,1.0,GH,1.0,G8,1.0,0.0,4284000.0,4.5,1.0,50.0,0.0,0.0,0.0,0.0,FEMALE,DT,0.0,0.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BO,5.0,3.0,2.0,I,3.0,3.0,Vùng 1,C,450297.0,0.0,0.71,0.465,-0.03,1.0,354.0,4.0,1.0,5.0
5728,1.0,T1,1.0,G8,1.0,0.0,2652082.0,4.5,1.0,59.0,0.0,0.0,12.0,0.0,FEMALE,TN,0.0,1.0,1.0,0.0,One,1.0,1.0,0.0,VN,YN,5.0,5.0,79.0,IV,2.0,2.0,Vùng 1,D,326184.0,0.79,0.0,0.555,0.35,1.0,2541.0,5.0,2.0,1.0
5729,1.0,T1,1.0,G8,1.0,0.0,3018000.0,4.5,1.0,24.0,0.0,0.0,0.0,0.0,MALE,CH,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,QZ,0.0,4.0,3.0,I,3.0,3.0,Vùng 1,B,645757.0,0.96,0.31,0.385,0.54,1.0,4013.0,7.0,0.0,3.0
5730,1.0,GH,1.0,G8,1.0,0.0,3700000.0,4.5,1.0,41.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,4.0,3.0,Vùng 3,D,538344.0,0.03,0.39,0.21,0.36,1.0,2537.0,3.0,1.0,3.0
5731,2.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,24.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,4.0,3.0,Vùng 3,C,535975.0,0.55,0.08,0.315,-0.47,1.0,714.0,7.0,1.0,4.0
5732,2.0,T1,1.0,G8,1.0,0.0,3969700.0,4.5,1.0,35.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,D,792081.0,0.68,0.43,0.555,-0.25,1.0,1450.0,7.0,3.0,7.0
5733,1.0,T1,2.0,G8,1.0,0.0,1043000.0,4.5,1.0,126.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Two,1.0,1.0,0.0,VN,TA,5.0,4.0,3.0,V,4.0,3.0,Vùng 1,C,483390.0,0.47,0.27,0.775,0.52,1.0,2181.0,4.0,0.0,4.0
5734,2.0,T1,1.0,G8,1.0,0.0,3730020.0,4.5,1.0,48.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,0.0,1.0,0.0,Four,1.0,1.0,0.0,VN,YN,5.0,33.0,3.0,I,0.0,2.0,Vùng 1,E,650622.0,0.68,0.44,0.335,0.28,1.0,337.0,9.0,0.0,5.0
5735,1.0,T1,1.0,G8,1.0,0.0,4258600.0,4.5,1.0,50.0,0.0,0.0,12.0,0.0,FEMALE,TS,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,QW,0.0,35.0,5.0,V,2.0,2.0,Vùng 1,D,202618.0,1.0,0.89,0.42,-0.06,1.0,723.0,6.0,0.0,1.0
5736,2.0,T1,1.0,G8,1.0,0.0,3652000.0,4.5,1.0,8.0,0.0,0.0,5.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,BI,0.0,33.0,2.0,V,4.0,1.0,Vùng 3,G,1028752.0,0.41,0.52,0.17,0.74,1.0,3264.0,5.0,1.0,4.0
5737,2.0,T1,1.0,G8,1.0,0.0,1043000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,FEMALE,DN,0,1.0,1.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,0.0,35.0,4.0,I,2.0,1.0,Vùng 3,I,91973.0,0.06,0.96,0.205,0.67,1.0,2181.0,4.0,1.0,4.0
5738,1.0,GH,1.0,G8,1.0,0.0,4260000.0,4.5,1.0,1.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,TH,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,C,99769.0,0.0,0.49,0.245,0.49,1.0,1432.0,9.0,0.0,5.0
5739,2.0,T1,1.0,G8,1.0,0.0,834000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,FEMALE,GD,0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,3.0,2.0,Vùng 2,D,335001.0,0.05,0.01,0.03,-0.04,1.0,3639.0,5.0,1.0,5.0
5740,1.0,T1,3.0,G8,1.0,0.0,4258600.0,4.5,1.0,36.0,0.0,0.0,8.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,3.0,2.0,I,3.0,1.0,Vùng 1,G,495040.0,0.07,0.33,0.305,0.64,1.0,1460.0,6.0,1.0,5.0
5741,2.0,T1,1.0,G8,1.0,0.0,7466390.0,4.5,1.0,23.0,0.0,0.0,12.0,0.0,FEMALE,CH,0,1.0,0.0,0.0,Two,1.0,1.0,0.0,VN,AR,0.0,39.0,29.0,I,3.0,1.0,Vùng 1,G,1099357.0,0.0,0.93,0.215,0.44,1.0,350.0,5.0,1.0,3.0
5742,2.0,T1,1.0,G8,1.0,0.0,1490000.0,4.5,1.0,3.0,0.0,0.0,12.0,0.0,FEMALE,DN,0.0,1.0,0.0,1.0,One,1.0,1.0,0.0,VN,SQ,0.0,33.0,4.0,I,5.0,4.0,Vùng 1,G,861694.0,0.0,0.08,0.39,0.35,1.0,1455.0,7.0,2.0,4.0
5743,1.0,T1,1.0,G7,1.0,3.18,4300000.0,4.5,1.0,0.0,0.0,0.0,3.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,0.0,33.0,3.0,V,4.0,7.0,Vùng 1,C,490881.0,0.99,0.12,0.26,-0.87,1.0,2910.0,3.0,0.0,1.0
5744,2.0,GH,1.0,G8,1.0,0.0,1043000.0,4.5,1.0,1.0,0.0,0.0,6.0,0.0,FEMALE,HC,0.0,1.0,1.0,1.0,Three,1.0,1.0,0.0,VN,TL,5.0,4.0,4.0,I,2.0,1.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",E,544523.0,0.03,0.08,0.06,0.07,1.0,2175.0,6.0,1.0,4.0
5745,2.0,T1,1.0,G8,1.0,0.0,4480000.0,4.5,1.0,8.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TI,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,F,1035858.0,0.48,0.6,0.54,0.12,1.0,2911.0,2.0,0.0,1.0
5746,1.0,GH,1.0,G8,1.0,2.91,4335900.0,4.5,1.0,124.0,0.0,0.0,12.0,0.0,FEMALE,CH,0.0,1.0,1.0,1.0,Two,1.0,1.0,0.0,SE,HG,0.0,6.0,4.0,I,5.0,7.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",F,334630.0,0.4,0.52,0.46,0.12,1.0,4007.0,3.0,1.0,2.0
5747,2.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,7.0,0.0,0.0,0.0,0.0,FEMALE,HN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TZ,0.0,35.0,2.0,I,3.0,1.0,Vùng 2,G,204637.0,0.0,0.33,0.22,0.5,1.0,349.0,5.0,1.0,4.0
5748,2.0,GH,1.0,G8,1.0,0.0,3966000.0,4.5,1.0,81.0,0.0,0.0,12.0,0.0,MALE,TK,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TC,0.0,53.0,33.0,I,3.0,1.0,Vùng 1,C,796140.0,0.0,0.01,0.53,-0.14,1.0,2183.0,3.0,0.0,3.0
5749,2.0,T1,1.0,G8,1.0,0.0,4200000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,FEMALE,DN,0,1.0,1.0,1.0,Three,1.0,1.0,0.0,TH,YN,0.0,5.0,2.0,V,7.0,2.0,Vùng 2,D,722254.0,0.25,0.62,0.14,0.15,1.0,3281.0,7.0,1.0,3.0
5750,2.0,T1,1.0,G8,1.0,0.0,2514500.0,4.5,1.0,0.0,0.0,0.0,3.0,1.0,MALE,GD,0.0,1.0,1.0,0.0,One,1.0,1.0,0.0,VN,BI,0.0,33.0,3.0,V,8.0,2.0,Vùng 2,E,295165.0,0.0,0.96,0.27,0.12,1.0,1430.0,1.0,3.0,1.0
5751,2.0,GH,1.0,G8,1.0,0.0,726000.0,4.5,1.0,60.0,0.0,51750.0,12.0,0.0,FEMALE,DN,0,1.0,1.0,0.0,Three,1.0,1.0,0.0,VN,BI,0.0,33.0,2.0,V,2.0,3.0,Vùng 1,E,460878.0,0.99,0.95,0.19,0.48,1.0,2529.0,7.0,1.0,9.0
5752,2.0,GH,1.0,G8,1.0,0.0,3590900.0,4.5,1.0,0.0,0.0,0.0,3.0,0.0,FEMALE,GD,0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,KR,BI,0.0,5.0,2.0,I,2.0,7.0,Vùng 2,C,408036.0,0.15,0.74,0.01,0.52,1.0,1079.0,5.0,2.0,1.0
5753,1.0,T1,1.0,G8,1.0,5.657,3777100.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,0.0,1.0,One,1.0,1.0,0.0,VN,HL,2.0,5.0,3.0,I,3.0,2.0,Vùng 2,G,520828.0,0.85,0.0,0.175,0.08,1.0,1077.0,1.0,0.0,4.0
5754,2.0,GH,1.0,G8,1.0,0.0,5006400.0,4.5,1.0,31.0,0.0,0.0,0.0,0.0,FEMALE,GD,0.0,0.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,5.0,5.0,3.0,I,2.0,3.0,Vùng 1,D,138155.0,0.34,0.31,0.165,0.17,1.0,1064.0,2.0,0.0,1.0
5755,1.0,T1,1.0,G8,1.0,0.0,4500000.0,4.5,1.0,75.0,0.0,0.0,6.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,AP,5.0,4.0,3.0,IV,3.0,1.0,Vùng 1,F,23098.0,0.0,0.0,0.34,0.32,1.0,2552.0,9.0,0.0,4.0
5756,2.0,T1,1.0,G8,1.0,0.0,4050000.0,4.5,1.0,5.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,0.0,0.0,One,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,I,644004.0,0.5,0.44,0.47,-0.06,1.0,1077.0,7.0,0.0,3.0
5757,1.0,GH,1.0,G8,1.0,0.0,4740000.0,4.5,1.0,141.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Three,1.0,1.0,0.0,VN,QF,0.0,3.0,1.0,I,4.0,3.0,Vùng 3,F,1146718.0,0.65,0.71,0.68,0.06,1.0,3632.0,3.0,1.0,3.0
5758,2.0,GH,1.0,G8,1.0,0.0,1300000.0,4.5,1.0,0.0,0.0,0.0,24.0,0.0,MALE,DN,0.0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,HC,0.0,4.0,4.0,I,2.0,1.0,Vùng 3,G,109217.0,0.02,0.08,0.61,-0.01,1.0,3624.0,5.0,0.0,3.0
5759,1.0,T1,1.0,G3,1.0,0.0,4150000.0,4.5,1.0,31.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,TE,0.0,4.0,3.0,I,2.0,2.0,Vùng 1,C,119727.0,0.0,0.12,0.565,0.91,1.0,717.0,6.0,2.0,5.0
5760,2.0,GH,2.0,G8,1.0,0.0,4300000.0,4.5,1.0,50.0,0.0,0.0,3.0,0.0,FEMALE,HC,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,TA,0.0,33.0,31.0,I,2.0,1.0,Vùng 1,C,249836.0,0.41,0.62,0.175,0.3,1.0,349.0,11.0,4.0,4.0
5761,2.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,6.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,0.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,EH,0.0,4.0,2.0,I,2.0,4.0,Vùng 1,D,369745.0,0.0,0.87,0.25,0.47,1.0,1437.0,5.0,0.0,5.0
5762,1.0,GH,1.0,G8,1.0,0.0,4693500.0,4.5,1.0,60.0,0.0,54450.0,0.0,0.0,MALE,DN,0.0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,CN,BI,0.0,6.0,4.0,I,2.0,1.0,Vùng 3,D,212257.0,0.36,0.29,0.415,-0.04,1.0,1800.0,3.0,0.0,5.0
